# colvars, pathstate, free energy, deltaF 
1.1126473981464584 -2.072578486743403 2618  0.0  0.0 
1.1126473981464584 -2.0289452554435417 2741 0.07615362490164243 -0.07615362490164243 
1.1126473981464584 -1.9853120241436806 2868 0.16364718877056111 -0.08749356386891867 
1.1126473981464584 -1.9416787928438193 2993 0.27461641571566336 -0.11096922694510224 
1.0690141668465973 -1.9416787928438193 2992 0.23453807595889822 0.040078339756765134 
1.0690141668465973 -1.8980455615439582 3123 0.32545768057862895 -0.09091960461973071 
1.0253809355467363 -1.8980455615439582 3122 0.5177875800043803 -0.19232989942575135 
1.0253809355467363 -1.8544123302440974 3256 0.6669197232495376 -0.14913214324515736 
1.0253809355467363 -1.810779098944236 3386 0.7440678239080544 -0.07714810065851675 
0.981747704246875 -1.810779098944236 3385 0.8750538325429204 -0.130986008634866 
0.9381144729470139 -1.810779098944236 3384 1.0916114943403061 -0.2165576617973857 
0.8944812416471527 -1.810779098944236 3383 1.499813226600422 -0.40820173226011586 
0.8508480103472916 -1.810779098944236 3382 2.029606721481072 -0.5297934948806501 
0.8072147790474304 -1.810779098944236 3381 2.47704520906075 -0.44743848757967813 
0.7635815477475694 -1.810779098944236 3380 2.9481909750105237 -0.4711457659497736 
0.7199483164477083 -1.810779098944236 3379 3.6385366074021204 -0.6903456323915967 
0.6763150851478472 -1.810779098944236 3378 4.374032880362883 -0.7354962729607621 
0.632681853847986 -1.810779098944236 3377 4.938344228159177 -0.5643113477962937 
0.632681853847986 -1.7671458676443748 3510 5.283069114119711 -0.3447248859605342 
0.632681853847986 -1.7235126363445137 3648 5.62435048955729 -0.3412813754375785 
0.589048622548125 -1.7235126363445137 3647 5.988562215172564 -0.3642117256152747 
0.5454153912482639 -1.7235126363445137 3646 6.2791112910749165 -0.29054907590235224 
0.5017821599484028 -1.7235126363445137 3645 6.547368676686131 -0.26825738561121465 
0.5017821599484028 -1.6798794050446528 3787 6.719238456898134 -0.17186978021200383 
0.4581489286485416 -1.6798794050446528 3786 7.009548666987772 -0.2903102100896384 
0.4145156973486806 -1.6798794050446528 3785 7.355675724774353 -0.34612705778658126 
0.4145156973486806 -1.6362461737447915 3928 7.635577476172934 -0.2799017513985805 
0.3708824660488194 -1.6362461737447915 3927 7.905417321938342 -0.2698398457654078 
0.3272492347489583 -1.6362461737447915 3926 8.189764690794782 -0.2843473688564393 
0.2836160034490972 -1.6362461737447915 3925 8.49164713721775 -0.30188244642296963 
0.23998277214923608 -1.6362461737447915 3924 8.578165354284911 -0.08651821706716048 
0.196349540849375 -1.6362461737447915 3923 8.471809463021838 0.10635589126307286 
0.1527163095495139 -1.6362461737447915 3922 8.403499657086341 0.06830980593549778 
0.10908307824965276 -1.6362461737447915 3921 8.361185903606021 0.04231375348031974 
0.06544984694979167 -1.6362461737447915 3920 8.33119345064476 0.029992452961261795 
0.06544984694979167 -1.5926129424449305 4064 8.359882139708068 -0.028688689063308775 
0.06544984694979167 -1.5489797111450694 4207 8.451246825087377 -0.09136468537930968 
0.021816615649930555 -1.5489797111450694 4206 8.121919906548397 0.3293269185389794 
-0.021816615649930555 -1.5489797111450694 4205 7.726751639664308 0.3951682668840891 
-0.021816615649930555 -1.505346479845208 4348 7.524943507750563 0.20180813191374564 
-0.06544984694979167 -1.505346479845208 4347 7.2445907462189725 0.28035276153159033 
-0.10908307824965278 -1.505346479845208 4346 7.005509091084499 0.23908165513447358 
-0.15271630954951387 -1.505346479845208 4345 6.632007774995766 0.3735013160887329 
-0.19634954084937498 -1.505346479845208 4344 6.029202019120395 0.6028057558753709 
-0.23998277214923608 -1.505346479845208 4343 5.274747535870648 0.7544544832497467 
-0.2836160034490972 -1.505346479845208 4342 4.558021045178197 0.7167264906924505 
-0.32724923474895834 -1.505346479845208 4341 3.956896303107225 0.6011247420709723 
-0.32724923474895834 -1.461713248545347 4484 3.6286247872332225 0.3282715158740025 
-0.32724923474895834 -1.418080017245486 4628 3.4248796667893417 0.20374512044388052 
-0.37088246604881947 -1.418080017245486 4627 2.65642406923183 0.7684555975575117 
-0.4145156973486806 -1.418080017245486 4626 1.7134678406551482 0.9429562285766817 
-0.45814892864854173 -1.418080017245486 4625 0.7767119211327277 0.9367559195224205 
-0.5017821599484028 -1.418080017245486 4624 -0.1021605281566923 0.87887244928942 
-0.5454153912482639 -1.418080017245486 4623 -0.9152807220713833 0.813120193914691 
-0.589048622548125 -1.418080017245486 4622 -1.64035201560536 0.7250712935339766 
-0.6326818538479861 -1.418080017245486 4621 -2.4547550848924757 0.8144030692871157 
-0.6763150851478472 -1.418080017245486 4620 -3.588304670104878 1.1335495852124025 
-0.7199483164477083 -1.418080017245486 4619 -4.835095457428666 1.2467907873237885 
-0.7635815477475695 -1.418080017245486 4618 -5.857405840101525 1.0223103826728586 
-0.8072147790474304 -1.418080017245486 4617 -6.653300769140504 0.795894929038979 
-0.8072147790474304 -1.3744467859456249 4759 -7.137150727389907 0.4838499582494029 
-0.8508480103472916 -1.3744467859456249 4758 -7.9159604704444275 0.7788097430545212 
