# colvars, pathstate, free energy, deltaF 
1.1126473981464584 -2.072578486743403 2618 16.84814623475454 0.0 
1.1126473981464584 -2.0289452554435417 2741 16.907016562996127 -0.05887032824158595 
1.0690141668465973 -2.0289452554435417 2740 17.012863900554322 -0.10584733755819539 
1.0690141668465973 -1.9853120241436806 2867 16.98827500879636 0.024588891757961355 
1.0690141668465973 -1.9416787928438193 2992 17.031307137945884 -0.043032129149523535 
1.0690141668465973 -1.8980455615439582 3123 17.11940846671271 -0.08810132876682526 
1.0253809355467363 -1.8980455615439582 3122 17.315051740142717 -0.1956432734300079 
1.0253809355467363 -1.8544123302440974 3256 17.505478087844438 -0.19042634770171996 
0.981747704246875 -1.8544123302440974 3255 17.72206333183645 -0.21658524399201112 
0.9381144729470139 -1.8544123302440974 3254 17.846142272637927 -0.12407894080147834 
0.8944812416471527 -1.8544123302440974 3253 18.207922255584737 -0.3617799829468106 
0.8508480103472916 -1.8544123302440974 3252 18.768433588853235 -0.5605113332684972 
0.8072147790474304 -1.8544123302440974 3251 19.316814900231556 -0.5483813113783215 
0.7635815477475694 -1.8544123302440974 3250 19.800340251361753 -0.48352535113019707 
0.7199483164477083 -1.8544123302440974 3249 20.4116469827614 -0.6113067313996474 
0.6763150851478472 -1.8544123302440974 3248 20.99963728845048 -0.5879903056890788 
0.632681853847986 -1.8544123302440974 3247 21.550575586885913 -0.5509382984354334 
0.589048622548125 -1.8544123302440974 3246 22.046902159157746 -0.4963265722718332 
0.5454153912482639 -1.8544123302440974 3245 22.38551467143983 -0.3386125122820828 
0.5017821599484028 -1.8544123302440974 3244 22.715583023778184 -0.3300683523383547 
0.5017821599484028 -1.810779098944236 3374 22.883267465373216 -0.16768444159503235 
0.4581489286485416 -1.810779098944236 3373 23.236031688427524 -0.3527642230543081 
0.4581489286485416 -1.7671458676443748 3506 23.48709687187483 -0.2510651834473061 
0.4581489286485416 -1.7235126363445137 3644 23.729381450990623 -0.24228457911579324 
0.4145156973486806 -1.7235126363445137 3643 24.015377897002345 -0.28599644601172236 
0.3708824660488194 -1.7235126363445137 3642 24.400445196633378 -0.3850672996310324 
0.3272492347489583 -1.7235126363445137 3641 24.73931287217023 -0.3388676755368537 
0.3272492347489583 -1.6798794050446528 3783 24.970329734770843 -0.23101686260061127 
0.2836160034490972 -1.6798794050446528 3782 25.245907264798458 -0.27557753002761487 
0.23998277214923608 -1.6798794050446528 3781 25.425843398851914 -0.17993613405345601 
0.196349540849375 -1.6798794050446528 3780 25.466165204266954 -0.040321805415039984 
0.196349540849375 -1.6362461737447915 3923 25.380817077488473 0.08534812677848053 
0.1527163095495139 -1.6362461737447915 3922 25.29357849740134 0.08723858008713137 
0.10908307824965276 -1.6362461737447915 3921 25.23608176133885 0.05749673606249311 
0.06544984694979167 -1.6362461737447915 3920 25.188935208028184 0.04714655331066456 
0.021816615649930555 -1.6362461737447915 3919 25.194933019073236 -0.005997811045052274 
0.021816615649930555 -1.5926129424449305 4063 25.102449444657186 0.09248357441605042 
-0.021816615649930555 -1.5926129424449305 4062 24.869633569928848 0.2328158747283382 
-0.06544984694979167 -1.5926129424449305 4061 24.47882101571954 0.39081255420930816 
-0.10908307824965278 -1.5926129424449305 4060 24.03732960989697 0.44149140582256763 
-0.15271630954951387 -1.5926129424449305 4059 23.63343329128139 0.4038963186155833 
-0.19634954084937498 -1.5926129424449305 4058 23.227776312471015 0.4056569788103737 
-0.23998277214923608 -1.5926129424449305 4057 22.7953131309765 0.4324631814945157 
-0.2836160034490972 -1.5926129424449305 4056 22.446104237369052 0.3492088936074466 
-0.2836160034490972 -1.5489797111450694 4199 21.87147372928753 0.5746305080815226 
-0.32724923474895834 -1.5489797111450694 4198 21.41586449768637 0.45560923160115857 
-0.32724923474895834 -1.505346479845208 4341 20.860710588674124 0.5551539090122473 
-0.37088246604881947 -1.505346479845208 4340 20.254010803046665 0.606699785627459 
-0.4145156973486806 -1.505346479845208 4339 19.436894312843904 0.8171164902027606 
-0.45814892864854173 -1.505346479845208 4338 18.55857723403976 0.8783170788041446 
-0.5017821599484028 -1.505346479845208 4337 17.69694390885994 0.8616333251798204 
-0.5454153912482639 -1.505346479845208 4336 16.844061193035607 0.8528827158243324 
-0.589048622548125 -1.505346479845208 4335 16.025982464728152 0.8180787283074551 
-0.6326818538479861 -1.505346479845208 4334 15.201810022788269 0.8241724419398827 
-0.6763150851478472 -1.505346479845208 4333 14.11336244017276 1.0884475826155082 
-0.7199483164477083 -1.505346479845208 4332 12.952223316824806 1.1611391233479544 
-0.7635815477475695 -1.505346479845208 4331 11.974139136675682 0.9780841801491248 
-0.8072147790474304 -1.505346479845208 4330 11.055172938207535 0.9189661984681463 
-0.8508480103472916 -1.505346479845208 4329 10.099217543842622 0.9559553943649134 
-0.8944812416471527 -1.505346479845208 4328 9.119648303543304 0.9795692402993179 
-0.9381144729470139 -1.505346479845208 4327 8.213849221583093 0.905799081960211 
-0.981747704246875 -1.505346479845208 4326 7.30439901128202 0.9094502103010731 
-1.025380935546736 -1.505346479845208 4325 6.329408945867018 0.9749900654150014 
-1.0690141668465971 -1.505346479845208 4324 5.625513629656472 0.7038953162105468 
-1.1126473981464582 -1.505346479845208 4323 5.133666528921052 0.49184710073542 
-1.1562806294463193 -1.505346479845208 4322 4.462657560233677 0.6710089686873744 
-1.1999138607461803 -1.505346479845208 4321 3.7765046773931643 0.686152882840513 
-1.2435470920460416 -1.505346479845208 4320 3.236518800531763 0.5399858768614012 
-1.2871803233459027 -1.505346479845208 4319 2.5791113603969955 0.6574074401347674 
-1.3308135546457638 -1.505346479845208 4318 1.9597284633823238 0.6193828970146718 
-1.3744467859456249 -1.505346479845208 4317 1.5505474090513078 0.409181054331016 
-1.418080017245486 -1.505346479845208 4316 1.3177036156484572 0.23284379340285072 
-1.461713248545347 -1.505346479845208 4315 1.2560509152088113 0.061652700439645935 
-1.505346479845208 -1.505346479845208 4314 1.1767742164516195 0.07927669875719183 
-1.5489797111450694 -1.505346479845208 4313 1.0574220553887335 0.11935216106288576 
-1.5489797111450694 -1.5489797111450694 4170 1.0643223916606628 -0.006900336271929603 
-1.5926129424449305 -1.5489797111450694 4169 1.0888467423768726 -0.024524350716209786 
-1.5926129424449305 -1.5926129424449305 4026 1.1426677796078266 -0.053821037230953946 
-1.5926129424449305 -1.6362461737447915 3882 1.316107241309876 -0.17343946170204927 
-1.6362461737447915 -1.6362461737447915 3881 1.4574798926985 -0.14137265138862393 
