# numeff, colvar, npoints 
197 5.925000000000001 8647 
198 5.955 8684 
199 5.985000000000001 8564 
200 6.015000000000001 8796 
201 6.045000000000002 8667 
202 6.075000000000001 8714 
203 6.105 8602 
204 6.135000000000002 8581 
205 6.165000000000001 8373 
206 6.195 8487 
207 6.225000000000001 8623 
208 6.255000000000001 8340 
209 6.285 8559 
210 6.315000000000001 8598 
211 6.345000000000001 8322 
212 6.375 8517 
213 6.405000000000001 8340 
214 6.4350000000000005 8430 
215 6.465000000000002 8282 
216 6.495000000000001 8467 
217 6.525 8300 
218 6.5550000000000015 8341 
219 6.585000000000001 8372 
220 6.615 8183 
221 6.645000000000001 8370 
222 6.675000000000001 8265 
223 6.705 8316 
224 6.735000000000001 8366 
225 6.765000000000001 8328 
226 6.795000000000002 8367 
227 6.825000000000001 8402 
228 6.855 8395 
229 6.885000000000002 8565 
230 6.915000000000001 8467 
231 6.945 8366 
232 6.975000000000001 8377 
233 7.005 8506 
234 7.035 8316 
235 7.065 8602 
236 7.095 8514 
237 7.125 8511 
238 7.155 8632 
239 7.185 8563 
240 7.215 8647 
241 7.245 8373 
242 7.275 8405 
243 7.305 8819 
244 7.335 8765 
245 7.365 8812 
246 7.395 8823 
247 7.425 8781 
248 7.455 9081 
249 7.485 9237 
250 7.515 9389 
251 7.545 9236 
252 7.575 9309 
253 7.6049999999999995 9425 
254 7.635 9479 
255 7.665 9459 
256 7.695 9471 
257 7.725 9337 
258 7.755 9596 
259 7.785 9208 
260 7.815 9320 
261 7.845 9608 
262 7.875 9278 
263 7.905 9246 
264 7.935 9055 
265 7.965 9052 
266 7.995 8951 
267 8.025 9093 
268 8.055 9098 
269 8.085 9336 
270 8.115 9217 
271 8.145 9194 
272 8.175 9246 
273 8.205 9345 
274 8.235 9405 
275 8.265 9320 
276 8.295 9385 
277 8.325 9520 
278 8.355 9489 
279 8.385 9462 
280 8.415 9352 
281 8.445 9297 
282 8.475 9275 
283 8.504999999999999 9034 
284 8.535 9353 
285 8.565 9048 
286 8.594999999999999 8943 
287 8.625 8766 
288 8.655000000000001 8785 
289 8.684999999999999 8535 
290 8.715 8575 
291 8.745000000000001 8424 
292 8.774999999999999 8151 
293 8.805 8148 
294 8.835 8201 
295 8.865 8126 
296 8.895 8209 
297 8.925 8192 
298 8.955 8336 
299 8.985 8347 
300 9.015 8367 
301 9.045 8546 
302 9.075 8645 
303 9.105 9019 
304 9.135 8907 
305 9.165 8926 
306 9.195 9169 
307 9.225 9126 
308 9.254999999999999 9409 
309 9.285 9687 
310 9.315 9485 
311 9.344999999999999 9764 
312 9.375 9810 
313 9.405000000000001 9722 
314 9.434999999999999 9935 
315 9.465 10060 
316 9.495000000000001 10150 
317 9.524999999999999 10180 
318 9.555 10082 
319 9.585 10396 
320 9.615 10219 
321 9.645 10231 
322 9.675 10347 
323 9.705 10426 
324 9.735 10493 
325 9.765 10455 
326 9.795 10544 
327 9.825 10601 
328 9.855 10479 
329 9.885 10548 
330 9.915 10481 
331 9.945 10382 
332 9.975 10403 
333 10.004999999999999 10351 
334 10.035 10532 
335 10.065 10495 
336 10.094999999999999 10516 
337 10.125 10644 
338 10.155000000000001 10555 
339 10.184999999999999 10541 
340 10.215 10492 
341 10.245000000000001 10552 
342 10.274999999999999 10603 
343 10.305 10717 
344 10.335 10531 
345 10.365 10603 
346 10.395 10343 
347 10.425 10547 
348 10.455 10502 
349 10.485 10617 
350 10.515 10510 
351 10.545 10558 
352 10.575 10468 
353 10.605 10522 
354 10.635 10370 
355 10.665 10262 
356 10.695 10468 
357 10.725 10061 
358 10.754999999999999 10264 
359 10.785 10335 
360 10.815 10282 
361 10.844999999999999 10308 
362 10.875 10354 
363 10.905000000000001 10279 
364 10.934999999999999 10116 
365 10.965 10167 
366 10.995000000000001 10105 
367 11.025 10023 
368 11.055 10061 
369 11.085 9941 
370 11.115 9784 
371 11.145 9771 
372 11.175 9546 
373 11.205 9637 
374 11.235 9444 
375 11.265 9378 
376 11.295 9158 
377 11.325 9218 
378 11.355 9110 
379 11.385 9100 
380 11.415000000000001 9079 
381 11.445 8786 
382 11.475 8887 
383 11.505 8642 
384 11.535 8803 
385 11.565000000000001 8949 
386 11.595 8715 
387 11.625 8875 
388 11.655000000000001 8836 
389 11.685 8805 
390 11.715 8759 
391 11.745000000000001 8818 
392 11.775 8598 
393 11.805 8638 
394 11.835 8614 
395 11.865 8688 
396 11.895 8529 
397 11.925 8536 
398 11.955 8562 
399 11.985 8567 
400 12.015 8363 
401 12.045 8409 
402 12.075 8364 
403 12.105 8268 
404 12.135 8242 
405 12.165 8371 
406 12.195 8527 
407 12.225 8451 
408 12.255 8442 
409 12.285 8503 
410 12.315000000000001 8606 
411 12.345 8568 
412 12.375 8453 
413 12.405000000000001 8568 
414 12.435 8479 
415 12.465 8528 
416 12.495000000000001 8629 
417 12.525 8689 
418 12.555 8604 
419 12.585 8755 
420 12.615 8593 
421 12.645 8579 
422 12.675 8548 
423 12.705 8643 
424 12.735 8548 
425 12.765 8543 
426 12.795 8607 
427 12.825 8333 
428 12.855 8470 
429 12.885 8598 
430 12.915 8364 
431 12.945 8425 
432 12.975 8451 
433 13.005 8501 
434 13.035 8533 
435 13.065 8733 
436 13.095 8423 
437 13.125 8871 
438 13.155 8598 
439 13.185 8700 
440 13.215 8712 
441 13.245 8646 
442 13.275 8734 
443 13.305 8645 
444 13.335 8709 
445 13.365 8586 
446 13.395 8731 
447 13.425 8651 
448 13.455 8691 
449 13.485 8663 
450 13.515 8676 
451 13.545 8507 
452 13.575 8636 
453 13.605 8527 
454 13.635 8571 
455 13.665 8675 
456 13.695 8695 
457 13.725 8301 
458 13.754999999999999 8634 
459 13.785 8804 
460 13.815 8755 
461 13.845 8529 
462 13.875 8619 
463 13.905 8714 
464 13.935 8554 
465 13.965 8646 
466 13.995 8677 
467 14.025 8846 
468 14.055 8694 
469 14.085 8665 
470 14.115 8493 
471 14.145 8616 
472 14.175 8712 
473 14.205 8599 
474 14.235 8310 
475 14.265 8430 
476 14.295 8248 
477 14.325 8170 
478 14.355 8168 
479 14.385 8176 
480 14.415 7870 
481 14.445 7981 
482 14.475 7831 
483 14.505 7772 
484 14.535 7745 
485 14.565 7971 
486 14.595 7858 
487 14.625 7881 
488 14.655 8043 
489 14.685 8106 
490 14.715 8251 
491 14.745 8281 
492 14.775 8069 
493 14.805 8320 
494 14.835 8222 
495 14.865 8006 
496 14.895 8325 
497 14.925 8336 
498 14.955 8265 
499 14.985 8500 
500 15.015 8388 
501 15.045 8318 
502 15.075 8314 
503 15.105 8452 
504 15.135 8677 
505 15.165 8561 
506 15.195 8763 
507 15.225 8706 
508 15.255 8913 
509 15.285 8846 
510 15.315 8858 
511 15.345 9005 
512 15.375 8986 
513 15.405 9079 
514 15.435 9085 
515 15.465 9098 
516 15.495 8959 
517 15.525 8880 
518 15.555 9090 
519 15.585 9027 
520 15.615 8957 
521 15.645 8907 
522 15.675 9035 
523 15.705 8999 
524 15.735 8842 
525 15.765 9071 
526 15.795 8779 
527 15.825 8894 
528 15.855 8901 
529 15.885 8934 
530 15.915 8992 
531 15.945 8880 
532 15.975 8733 
533 16.005 8809 
534 16.035 8748 
535 16.065 8732 
536 16.095 8686 
537 16.125 8576 
538 16.155 8747 
539 16.185 8597 
540 16.215 8736 
541 16.245 8729 
542 16.275 8693 
543 16.305 8751 
544 16.335 8652 
545 16.365 8839 
546 16.395 8407 
547 16.425 8603 
548 16.455 8593 
549 16.485 8472 
550 16.515 8502 
551 16.545 8474 
552 16.575 8584 
553 16.605 8468 
554 16.634999999999998 8788 
555 16.665 8583 
556 16.695 8847 
557 16.725 8718 
558 16.755 8704 
559 16.785 8750 
560 16.815 8816 
561 16.845 8909 
562 16.875 8759 
563 16.905 9004 
564 16.935 8956 
565 16.965 8919 
566 16.995 8931 
567 17.025 8958 
568 17.055 9038 
569 17.085 8956 
570 17.115000000000002 8995 
571 17.145 8910 
572 17.175 8965 
573 17.205 8838 
574 17.235 8773 
575 17.265 8719 
576 17.295 8785 
577 17.325 8584 
578 17.355 8443 
579 17.385 8500 
580 17.415 8328 
581 17.445 8172 
582 17.475 8074 
583 17.505 8273 
584 17.535 8062 
585 17.565 7959 
586 17.595 7825 
587 17.625 7768 
588 17.655 7781 
589 17.685 7550 
590 17.715 7675 
591 17.745 7453 
592 17.775 7273 
593 17.805 7409 
594 17.835 7463 
595 17.865000000000002 7332 
596 17.895 7399 
597 17.925 7273 
598 17.955 7373 
599 17.985 7338 
600 18.015 7221 
601 18.045 7391 
602 18.075 7347 
603 18.105 7570 
604 18.135 7377 
605 18.165 7661 
606 18.195 7581 
607 18.225 7647 
608 18.255 7677 
609 18.285 7702 
610 18.315 7533 
611 18.345 7775 
612 18.375 7785 
613 18.405 7810 
614 18.435 7750 
615 18.465 7978 
616 18.495 7875 
617 18.525 7943 
618 18.555 7957 
619 18.585 8001 
620 18.615 8005 
621 18.645 7949 
622 18.675 7786 
623 18.705 7913 
624 18.735 7839 
625 18.765 7925 
626 18.795 7944 
627 18.825 7830 
628 18.855 8067 
629 18.884999999999998 7839 
630 18.915 7982 
631 18.945 8039 
632 18.975 7841 
633 19.005 8115 
634 19.035 7917 
635 19.064999999999998 7964 
636 19.095 7980 
637 19.125 8022 
638 19.155 8049 
639 19.185 7943 
640 19.215 7952 
641 19.244999999999997 7710 
642 19.275 7834 
643 19.305 7797 
644 19.335 7653 
645 19.365 7768 
646 19.395 7736 
647 19.425 7609 
648 19.455 7743 
649 19.485 7503 
650 19.515 7602 
651 19.545 7453 
652 19.575 7617 
653 19.605 7525 
654 19.634999999999998 7590 
655 19.665 7661 
656 19.695 7823 
657 19.725 7676 
658 19.755 7655 
659 19.785 7583 
660 19.814999999999998 7498 
661 19.845 7718 
662 19.875 7536 
663 19.905 7353 
664 19.935 7565 
665 19.965 7699 
666 19.994999999999997 7447 
667 20.025 7600 
668 20.055 7576 
669 20.085 7562 
670 20.115 7572 
671 20.145 7682 
672 20.175 7799 
673 20.205 7866 
674 20.235 7957 
675 20.265 7838 
676 20.294999999999998 7967 
677 20.325 8119 
678 20.355 8066 
679 20.384999999999998 8352 
680 20.415 8329 
681 20.445 8395 
682 20.475 8542 
683 20.505 8910 
684 20.535 9008 
685 20.564999999999998 8959 
686 20.595 9104 
687 20.625 9405 
688 20.655 9426 
689 20.685 9549 
690 20.715 9771 
691 20.744999999999997 10024 
692 20.775 10101 
693 20.805 10069 
694 20.835 10222 
695 20.865 10147 
696 20.895 10162 
697 20.925 10156 
698 20.955 9993 
699 20.985 10008 
700 21.015 10055 
701 21.044999999999998 9891 
702 21.075 9750 
703 21.105 9736 
704 21.134999999999998 9672 
705 21.165 9523 
706 21.195 9686 
707 21.225 9510 
708 21.255 9470 
709 21.285 9556 
710 21.314999999999998 9476 
711 21.345 9603 
712 21.375 9450 
713 21.405 9421 
714 21.435 9551 
715 21.465 9538 
716 21.494999999999997 9523 
717 21.525 9597 
718 21.555 9648 
719 21.585 9471 
720 21.615 9769 
721 21.645 9636 
722 21.675 9675 
723 21.705 9734 
724 21.735 9766 
725 21.765 9778 
726 21.794999999999998 9955 
727 21.825 9933 
728 21.855 10033 
729 21.884999999999998 9993 
730 21.915 9901 
731 21.945 10185 
732 21.975 10172 
733 22.005 10187 
734 22.035 10360 
735 22.064999999999998 10407 
736 22.095 10299 
737 22.125 10319 
738 22.155 10123 
739 22.185 10482 
740 22.215 10154 
741 22.244999999999997 10360 
742 22.275 10129 
743 22.305 10095 
744 22.335 9943 
745 22.365 9851 
746 22.395 9851 
747 22.425 10024 
748 22.455 9879 
749 22.485 9869 
750 22.515 9738 
751 22.544999999999998 9489 
752 22.575 9460 
753 22.605 9547 
754 22.634999999999998 9687 
755 22.665 9291 
756 22.695 9560 
757 22.725 9366 
758 22.755 9478 
759 22.785 9457 
760 22.814999999999998 9482 
761 22.845 9570 
762 22.875 9614 
763 22.905 9799 
764 22.935 9993 
765 22.965 9895 
766 22.994999999999997 10009 
767 23.025 10272 
768 23.055 9999 
769 23.085 10230 
770 23.115000000000002 10227 
771 23.145 10179 
772 23.175 10210 
773 23.205 10332 
774 23.235 10259 
775 23.265 10390 
776 23.295 10159 
777 23.325000000000003 10153 
778 23.355 10051 
779 23.384999999999998 10170 
780 23.415 10045 
781 23.445 10073 
782 23.475 10340 
783 23.505000000000003 9989 
784 23.535 9912 
785 23.564999999999998 10015 
786 23.595 9772 
787 23.625 10050 
788 23.655 9869 
789 23.685000000000002 9910 
790 23.715 10163 
791 23.745 10000 
792 23.775 10091 
793 23.805 10014 
794 23.835 10195 
795 23.865000000000002 10056 
796 23.895 10371 
797 23.925 10489 
798 23.955 10479 
799 23.985 10550 
800 24.015 10414 
801 24.045 10509 
802 24.075000000000003 10641 
803 24.105 10638 
804 24.134999999999998 10750 
805 24.165 10836 
806 24.195 10683 
807 24.225 10798 
808 24.255000000000003 10813 
809 24.285 10672 
810 24.314999999999998 10842 
811 24.345 10860 
812 24.375 10881 
813 24.405 10798 
814 24.435000000000002 10811 
815 24.465 10752 
816 24.495 10990 
817 24.525 10812 
818 24.555 10705 
819 24.585 10624 
820 24.615000000000002 10342 
821 24.645 10478 
822 24.675 10583 
823 24.705 10633 
824 24.735 10464 
825 24.765 10372 
826 24.795 10273 
827 24.825000000000003 9956 
828 24.855 10102 
829 24.884999999999998 10286 
830 24.915 10315 
831 24.945 10054 
832 24.975 10223 
833 25.005000000000003 10213 
834 25.035 10218 
835 25.064999999999998 10177 
836 25.095 10380 
837 25.125 10511 
838 25.155 10384 
839 25.185000000000002 10342 
840 25.215 10575 
841 25.245 10494 
842 25.275 10542 
843 25.305 10587 
844 25.335 10790 
845 25.365000000000002 10704 
846 25.395 10861 
847 25.425 11052 
848 25.455 10765 
849 25.485 10750 
850 25.515 10616 
851 25.545 10860 
852 25.575 10873 
853 25.605 10744 
854 25.634999999999998 11029 
855 25.665 10683 
856 25.695 10791 
857 25.725 10636 
858 25.755000000000003 10423 
859 25.785 10446 
860 25.814999999999998 10075 
861 25.845 9878 
862 25.875 9592 
863 25.905 9379 
864 25.935000000000002 9037 
865 25.965 8694 
866 25.995 8369 
867 26.025 7747 
868 26.055 7471 
869 26.085 6993 
870 26.115000000000002 6448 
871 26.145 6043 
872 26.175 5779 
873 26.205 5323 
874 26.235 5080 
875 26.265 4849 
876 26.295 4526 
877 26.325 4399 
878 26.355 4152 
879 26.384999999999998 4019 
880 26.415 3958 
881 26.445 3786 
882 26.475 3842 
883 26.505000000000003 3751 
884 26.535 3597 
885 26.564999999999998 3538 
886 26.595 3509 
887 26.625 3502 
888 26.655 3369 
889 26.685000000000002 3447 
890 26.715 3395 
891 26.745 3393 
892 26.775 3301 
893 26.805 3276 
894 26.835 3206 
895 26.865000000000002 3236 
896 26.895 3135 
897 26.925 3147 
898 26.955 3052 
899 26.985 3063 
900 27.015 2941 
901 27.045 2899 
902 27.075 2797 
903 27.105 2742 
904 27.134999999999998 2581 
905 27.165 2480 
906 27.195 2457 
907 27.225 2143 
908 27.255000000000003 2135 
909 27.285 1974 
910 27.314999999999998 1894 
911 27.345 1809 
912 27.375 1646 
913 27.405 1547 
914 27.435000000000002 1518 
915 27.465 1433 
916 27.495 1421 
917 27.525 1384 
918 27.555 1312 
919 27.585 1282 
920 27.615000000000002 1308 
921 27.645 1236 
922 27.675 1216 
923 27.705 1185 
924 27.735 1214 
925 27.765 1171 
926 27.795 1199 
927 27.825 1151 
928 27.855 1211 
929 27.884999999999998 1181 
930 27.915 1199 
931 27.945 1220 
932 27.975 1292 
933 28.005000000000003 1352 
934 28.035 1313 
935 28.064999999999998 1328 
936 28.095 1295 
937 28.125 1309 
938 28.155 1281 
939 28.185000000000002 1329 
940 28.215 1383 
941 28.244999999999997 1359 
942 28.275 1300 
943 28.305 1246 
944 28.335 1343 
945 28.365000000000002 1233 
946 28.395 1287 
947 28.425 1403 
948 28.455 1357 
949 28.485 1393 
950 28.515 1407 
951 28.545 1293 
952 28.575 1275 
953 28.605 1349 
954 28.634999999999998 1316 
955 28.665 1342 
956 28.695 1362 
957 28.725 1363 
958 28.755000000000003 1318 
959 28.785 1287 
960 28.814999999999998 1259 
961 28.845 1263 
962 28.875 1232 
963 28.905 1263 
964 28.935000000000002 1224 
965 28.965 1240 
966 28.994999999999997 1187 
967 29.025 1158 
968 29.055 1121 
969 29.085 1175 
970 29.115000000000002 1172 
971 29.145 1136 
972 29.175 1275 
973 29.205 1154 
974 29.235 1172 
975 29.265 1164 
976 29.295 1217 
977 29.325 1207 
978 29.355 1253 
979 29.384999999999998 1231 
980 29.415 1219 
981 29.445 1274 
982 29.475 1241 
983 29.505000000000003 1182 
984 29.535 1178 
985 29.564999999999998 1239 
986 29.595 1215 
987 29.625 1185 
988 29.655 1115 
989 29.685000000000002 1091 
990 29.715 1084 
991 29.744999999999997 994 
992 29.775 915 
993 29.805 877 
994 29.835 832 
995 29.865000000000002 806 
996 29.895 706 
997 29.925 670 
998 29.955 572 
999 29.985 488 
