-2.5e-05 inf
2.5e-05 5.53117
7.5e-05 5.03002
0.000125 4.74879
0.000175 4.534
0.000225 4.4132
0.000275 4.33678
0.000325 4.32768
0.000375 4.26387
0.000425 4.25897
0.000475 4.27255
0.000525 4.2926
0.000575 4.31468
0.000625 4.33595
0.000675 4.367
0.000725 4.40911
0.000775 4.45849
0.000825 4.51084
0.000875 4.52136
0.000925 4.63865
0.000975 4.7096
0.001025 4.74437
0.001075 4.79612
0.001125 4.8628
0.001175 4.8868
0.001225 4.95412
0.001275 4.97322
0.001325 5.06294
0.001375 5.10078
0.001425 5.11805
0.001475 5.25156
0.001525 5.30979
0.001575 5.33596
0.001625 5.33299
0.001675 5.36333
0.001725 5.4069
0.001775 5.45937
0.001825 5.47044
0.001875 5.56511
0.001925 5.48936
0.001975 5.4612
0.002025 5.5109
0.002075 5.47605
0.002125 5.5149
0.002175 5.4503
0.002225 5.44492
0.002275 5.50298
0.002325 5.4971
0.002375 5.45391
0.002425 5.44314
0.002475 5.45572
0.002525 5.39859
0.002575 5.42561
0.002625 5.4069
0.002675 5.3823
0.002725 5.36802
0.002775 5.34193
0.002825 5.3556
0.002875 5.38391
0.002925 5.34344
0.002975 5.25805
0.003025 5.21528
0.003075 5.18916
0.003125 5.24899
0.003175 5.23252
0.003225 5.15638
0.003275 5.21044
0.003325 5.13691
0.003375 5.11394
0.003425 5.11497
0.003475 5.11702
0.003525 5.04261
0.003575 5.02913
0.003625 5.01336
0.003675 4.98054
0.003725 5.00307
0.003775 4.99714
0.003825 4.95884
0.003875 4.96678
0.003925 4.94325
0.003975 4.8861
0.004025 4.8628
0.004075 4.87297
0.004125 4.85612
0.004175 4.82822
0.004225 4.82066
0.004275 4.81195
0.004325 4.79492
0.004375 4.75717
0.004425 4.74327
0.004475 4.72061
0.004525 4.68616
0.004575 4.68566
0.004625 4.62904
0.004675 4.58487
0.004725 4.56783
0.004775 4.55527
0.004825 4.58067
0.004875 4.52554
0.004925 4.56661
0.004975 4.49577
0.005025 4.44969
0.005075 4.41955
0.005125 4.42372
0.005175 4.39607
0.005225 4.38301
0.005275 4.35513
0.005325 4.35571
0.005375 4.30512
0.005425 4.31361
0.005475 4.28746
0.005525 4.25581
0.005575 4.21275
0.005625 4.22185
0.005675 4.16776
0.005725 4.15698
0.005775 4.11991
0.005825 4.13044
0.005875 4.0852
0.005925 4.05586
0.005975 4.04248
0.006025 4.01854
0.006075 3.98065
0.006125 3.95316
0.006175 3.94879
0.006225 3.92618
0.006275 3.89903
0.006325 3.87166
0.006375 3.84379
0.006425 3.825
0.006475 3.79525
0.006525 3.76425
0.006575 3.74582
0.006625 3.73236
0.006675 3.69418
0.006725 3.67685
0.006775 3.65715
0.006825 3.63894
0.006875 3.60347
0.006925 3.5903
0.006975 3.55236
0.007025 3.5351
0.007075 3.52192
0.007125 3.49033
0.007175 3.47227
0.007225 3.45215
0.007275 3.4218
0.007325 3.39988
0.007375 3.37656
0.007425 3.34547
0.007475 3.3326
0.007525 3.31173
0.007575 3.28291
0.007625 3.2708
0.007675 3.24124
0.007725 3.22497
0.007775 3.2098
0.007825 3.17464
0.007875 3.15523
0.007925 3.14119
0.007975 3.12474
0.008025 3.09946
0.008075 3.09574
0.008125 3.0573
0.008175 3.04958
0.008225 3.03342
0.008275 3.00776
0.008325 2.98948
0.008375 2.96676
0.008425 2.95258
0.008475 2.94047
0.008525 2.91593
0.008575 2.90789
0.008625 2.88255
0.008675 2.87011
0.008725 2.85029
0.008775 2.83623
0.008825 2.82188
0.008875 2.81194
0.008925 2.79737
0.008975 2.77208
0.009025 2.76351
0.009075 2.74755
0.009125 2.74117
0.009175 2.72658
0.009225 2.71648
0.009275 2.70115
0.009325 2.69401
0.009375 2.68321
0.009425 2.67267
0.009475 2.65841
0.009525 2.65328
0.009575 2.64532
0.009625 2.63279
0.009675 2.62502
0.009725 2.62016
0.009775 2.61832
0.009825 2.6113
0.009875 2.60827
0.009925 2.59776
0.009975 2.597
0.010025 2.59275
0.010075 2.58985
0.010125 2.58796
0.010175 2.5858
0.010225 2.58642
0.010275 2.58517
0.010325 2.58902
0.010375 2.59094
0.010425 2.58882
0.010475 2.59921
0.010525 2.59993
0.010575 2.60502
0.010625 2.60472
0.010675 2.6175
0.010725 2.62177
0.010775 2.63551
0.010825 2.64136
0.010875 2.65581
0.010925 2.66137
0.010975 2.67266
0.011025 2.69247
0.011075 2.69974
0.011125 2.71843
0.011175 2.73736
0.011225 2.75215
0.011275 2.76925
0.011325 2.78665
0.011375 2.80513
0.011425 2.83156
0.011475 2.85539
0.011525 2.88371
0.011575 2.9063
0.011625 2.92103
0.011675 2.95068
0.011725 2.99207
0.011775 3.02318
0.011825 3.05164
0.011875 3.0836
0.011925 3.11891
0.011975 3.16433
0.012025 3.19734
0.012075 3.22695
0.012125 3.27706
0.012175 3.31622
0.012225 3.35621
0.012275 3.40533
0.012325 3.46566
0.012375 3.50461
0.012425 3.56441
0.012475 3.61744
0.012525 3.6709
0.012575 3.74509
0.012625 3.79761
0.012675 3.84867
0.012725 3.9169
0.012775 4.00056
0.012825 4.06884
0.012875 4.13955
0.012925 4.24095
0.012975 4.30512
0.013025 4.36847
0.013075 4.46431
0.013125 4.54061
0.013175 4.64888
0.013225 4.77837
0.013275 4.83716
0.013325 4.97727
0.013375 5.08301
0.013425 5.18568
0.013475 5.25285
0.013525 5.3823
0.013575 5.56511
0.013625 5.72719
0.013675 5.81006
0.013725 5.90634
0.013775 6.08559
0.013825 6.18801
0.013875 6.3678
0.013925 6.48834
0.013975 6.72488
0.014025 6.90145
0.014075 7.1857
0.014125 7.21976
0.014175 7.29436
0.014225 7.33548
0.014275 7.94913
0.014325 7.94913
0.014375 7.94913
0.014425 8.90836
0.014475 8.49524
0.014525 8.90836
0.014575 inf
0.014625 8.49524
0.014675 inf
0.014725 inf
0.014775 inf
0.014825 inf
0.014875 inf
0.014925 inf
0.014975 inf
0.015025 inf
