 
   -3.0788    -3.0788  -146.9583  -146.9583
   -3.0788    -3.0159  -145.5885  -145.5885
   -3.0788    -2.9531  -144.0497  -144.0497
   -3.0788    -2.8903  -142.3385  -142.3385
   -3.0788    -2.8274  -140.4851  -140.4851
   -3.0788    -2.7646  -138.5470  -138.5470
   -3.0788    -2.7018  -136.5959  -136.5959
   -3.0788    -2.6389  -134.7014  -134.7014
   -3.0788    -2.5761  -132.9193  -132.9193
   -3.0788    -2.5133  -131.2867  -131.2867
   -3.0788    -2.4504  -129.8229  -129.8229
   -3.0788    -2.3876  -128.5322  -128.5322
   -3.0788    -2.3248  -127.4066  -127.4066
   -3.0788    -2.2619  -126.4267  -126.4267
   -3.0788    -2.1991  -125.5627  -125.5627
   -3.0788    -2.1363  -124.7781  -124.7781
   -3.0788    -2.0734  -124.0372  -124.0372
   -3.0788    -2.0106  -123.3179  -123.3179
   -3.0788    -1.9478  -122.6250  -122.6250
   -3.0788    -1.8850  -122.0010  -122.0010
   -3.0788    -1.8221  -121.5302  -121.5302
   -3.0788    -1.7593  -121.3305  -121.3305
   -3.0788    -1.6965  -121.5347  -121.5347
   -3.0788    -1.6336  -122.2604  -122.2604
   -3.0788    -1.5708  -123.5775  -123.5775
   -3.0788    -1.5080  -125.4818  -125.4818
   -3.0788    -1.4451  -127.8840  -127.8840
   -3.0788    -1.3823  -130.6209  -130.6209
   -3.0788    -1.3195  -133.4865  -133.4865
   -3.0788    -1.2566  -136.2753  -136.2753
   -3.0788    -1.1938  -138.8245  -138.8245
   -3.0788    -1.1310  -141.0422  -141.0422
   -3.0788    -1.0681  -142.9121  -142.9121
   -3.0788    -1.0053  -144.4756  -144.4756
   -3.0788    -0.9425  -145.7997  -145.7997
   -3.0788    -0.8796  -146.9449  -146.9449
   -3.0788    -0.8168  -147.9445  -147.9445
   -3.0788    -0.7540  -148.8026  -148.8026
   -3.0788    -0.6911  -149.5082  -149.5082
   -3.0788    -0.6283  -150.0541  -150.0541
   -3.0788    -0.5655  -150.4503  -150.4503
   -3.0788    -0.5027  -150.7233  -150.7233
   -3.0788    -0.4398  -150.9028  -150.9028
   -3.0788    -0.3770  -151.0034  -151.0034
   -3.0788    -0.3142  -151.0150  -151.0150
   -3.0788    -0.2513  -150.9072  -150.9072
   -3.0788    -0.1885  -150.6479  -150.6479
   -3.0788    -0.1257  -150.2229  -150.2229
   -3.0788    -0.0628  -149.6432  -149.6432
   -3.0788     0.0000  -148.9350  -148.9350
   -3.0788     0.0628  -148.1185  -148.1185
   -3.0788     0.1257  -147.1929  -147.1929
   -3.0788     0.1885  -146.1409  -146.1409
   -3.0788     0.2513  -144.9550  -144.9550
   -3.0788     0.3142  -143.6673  -143.6673
   -3.0788     0.3770  -142.3647  -142.3647
   -3.0788     0.4398  -141.1738  -141.1738
   -3.0788     0.5027  -140.2211  -140.2211
   -3.0788     0.5655  -139.5879  -139.5879
   -3.0788     0.6283  -139.2839  -139.2839
   -3.0788     0.6911  -139.2491  -139.2491
   -3.0788     0.7540  -139.3822  -139.3822
   -3.0788     0.8168  -139.5781  -139.5781
   -3.0788     0.8796  -139.7579  -139.7579
   -3.0788     0.9425  -139.8810  -139.8810
   -3.0788     1.0053  -139.9407  -139.9407
   -3.0788     1.0681  -139.9494  -139.9494
   -3.0788     1.1310  -139.9247  -139.9247
   -3.0788     1.1938  -139.8803  -139.8803
   -3.0788     1.2566  -139.8270  -139.8270
   -3.0788     1.3195  -139.7804  -139.7804
   -3.0788     1.3823  -139.7709  -139.7709
   -3.0788     1.4451  -139.8506  -139.8506
   -3.0788     1.5080  -140.0910  -140.0910
   -3.0788     1.5708  -140.5687  -140.5687
   -3.0788     1.6336  -141.3455  -141.3455
   -3.0788     1.6965  -142.4449  -142.4449
   -3.0788     1.7593  -143.8389  -143.8389
   -3.0788     1.8221  -145.4463  -145.4463
   -3.0788     1.8850  -147.1467  -147.1467
   -3.0788     1.9478  -148.8053  -148.8053
   -3.0788     2.0106  -150.3006  -150.3006
   -3.0788     2.0734  -151.5490  -151.5490
   -3.0788     2.1363  -152.5176  -152.5176
   -3.0788     2.1991  -153.2237  -153.2237
   -3.0788     2.2619  -153.7195  -153.7195
   -3.0788     2.3248  -154.0688  -154.0688
   -3.0788     2.3876  -154.3234  -154.3234
   -3.0788     2.4504  -154.5081  -154.5081
   -3.0788     2.5133  -154.6180  -154.6180
   -3.0788     2.5761  -154.6268  -154.6268
   -3.0788     2.6389  -154.4998  -154.4998
   -3.0788     2.7018  -154.2078  -154.2078
   -3.0788     2.7646  -153.7359  -153.7359
