# numeff, colvar, npoints 
209 3.6662500000000002 3834 
210 3.68375 3985 
211 3.70125 3976 
212 3.71875 3967 
213 3.73625 3947 
214 3.75375 4011 
215 3.77125 4067 
216 3.78875 4043 
217 3.80625 4051 
218 3.82375 4144 
219 3.84125 4253 
220 3.85875 4138 
221 3.87625 4232 
222 3.89375 4238 
223 3.91125 4035 
224 3.92875 4016 
225 3.94625 4051 
226 3.96375 4171 
227 3.98125 4085 
228 3.9987500000000002 4047 
229 4.01625 3951 
230 4.03375 3933 
231 4.0512500000000005 4097 
232 4.06875 4021 
233 4.08625 3913 
234 4.10375 3929 
235 4.12125 3885 
236 4.13875 3866 
237 4.15625 3804 
238 4.17375 3755 
239 4.19125 3728 
240 4.20875 3769 
241 4.22625 3643 
242 4.24375 3420 
243 4.26125 3643 
244 4.2787500000000005 3534 
245 4.296250000000001 3518 
246 4.31375 3326 
247 4.33125 3398 
248 4.34875 3408 
249 4.36625 3307 
250 4.38375 3222 
251 4.40125 3240 
252 4.41875 3175 
253 4.43625 3129 
254 4.45375 3098 
255 4.47125 3112 
256 4.4887500000000005 3054 
257 4.50625 3105 
258 4.52375 3039 
259 4.54125 3159 
260 4.55875 3104 
261 4.57625 3200 
262 4.59375 3052 
263 4.61125 3176 
264 4.62875 3285 
265 4.64625 3389 
266 4.66375 3369 
267 4.68125 3620 
268 4.69875 3699 
269 4.7162500000000005 3833 
270 4.733750000000001 3936 
271 4.751250000000001 4082 
272 4.768750000000001 4314 
273 4.78625 4691 
274 4.80375 4768 
275 4.82125 5099 
276 4.83875 5272 
277 4.85625 5590 
278 4.87375 5784 
279 4.89125 6112 
280 4.90875 6341 
281 4.9262500000000005 6701 
282 4.94375 6891 
283 4.96125 7228 
284 4.97875 7571 
285 4.99625 7652 
286 5.01375 7940 
287 5.03125 8192 
288 5.04875 8399 
289 5.06625 8456 
290 5.08375 8629 
291 5.10125 8782 
292 5.11875 8635 
293 5.13625 8874 
294 5.1537500000000005 8852 
295 5.171250000000001 8973 
296 5.188750000000001 8755 
297 5.206250000000001 8788 
298 5.22375 8647 
299 5.24125 8618 
300 5.25875 8735 
301 5.27625 8600 
302 5.29375 8553 
303 5.31125 8627 
304 5.32875 8432 
305 5.34625 8242 
306 5.3637500000000005 8280 
307 5.3812500000000005 7998 
308 5.39875 8081 
309 5.41625 7962 
310 5.43375 7766 
311 5.45125 7533 
312 5.46875 7661 
313 5.48625 7453 
314 5.50375 7260 
315 5.52125 7333 
316 5.53875 7042 
317 5.55625 7003 
318 5.57375 6788 
319 5.5912500000000005 6736 
320 5.608750000000001 6548 
321 5.626250000000001 6745 
322 5.643750000000001 6529 
323 5.661250000000001 6427 
324 5.678750000000001 6330 
325 5.69625 6250 
326 5.71375 6170 
327 5.73125 6078 
328 5.74875 6046 
329 5.76625 6005 
330 5.78375 5886 
331 5.8012500000000005 5923 
332 5.81875 5717 
333 5.83625 5701 
334 5.85375 5579 
335 5.87125 5545 
336 5.88875 5536 
337 5.90625 5394 
338 5.92375 5304 
339 5.94125 5311 
340 5.95875 5317 
341 5.97625 5215 
342 5.99375 5242 
343 6.01125 5057 
344 6.0287500000000005 4883 
345 6.046250000000001 5036 
346 6.063750000000001 4815 
347 6.081250000000001 4754 
348 6.098750000000001 4761 
349 6.116250000000001 4639 
350 6.133750000000001 4527 
351 6.15125 4558 
352 6.16875 4473 
353 6.18625 4298 
354 6.20375 4198 
355 6.22125 4064 
356 6.2387500000000005 3889 
357 6.25625 3741 
358 6.27375 3528 
359 6.29125 3447 
360 6.30875 3159 
361 6.32625 3105 
362 6.34375 2876 
363 6.36125 2767 
364 6.37875 2525 
365 6.39625 2339 
366 6.41375 2211 
367 6.43125 1903 
368 6.44875 1749 
369 6.4662500000000005 1581 
370 6.483750000000001 1411 
371 6.501250000000001 1275 
372 6.518750000000001 1057 
373 6.536250000000001 1031 
374 6.553750000000001 894 
375 6.571250000000001 713 
376 6.58875 688 
377 6.60625 556 
378 6.62375 508 
379 6.64125 405 
380 6.65875 387 
381 6.6762500000000005 289 
382 6.6937500000000005 269 
383 6.71125 224 
384 6.72875 187 
385 6.74625 164 
386 6.76375 129 
387 6.78125 90 
388 6.79875 66 
389 6.81625 63 
390 6.83375 59 
391 6.85125 32 
392 6.86875 27 
393 6.88625 24 
394 6.9037500000000005 23 
395 6.921250000000001 13 
396 6.938750000000001 13 
397 6.956250000000001 5 
398 6.973750000000001 1 
399 6.991250000000001 5 
